id,collection,dc.contributor.advisor,dc.contributor.advisor[],dc.contributor.author,dc.contributor.author[],dc.contributor.other,dc.contributor.other[],dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.issued[],dc.description,dc.description.abstract,dc.description.abstract[],dc.description.provenance[],dc.description.provenance[en],dc.description.version[],dc.description[],dc.format.extent,dc.format.extent[],dc.identifier.isbn,dc.identifier.isbn[],dc.identifier.issn,dc.identifier.issn[],dc.identifier.other[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso,dc.language.iso[],dc.publisher,dc.publisher[],dc.relation.ispartofseries[],dc.subject,dc.subject[],dc.title,dc.title.alternative,dc.title.alternative[],dc.title[],dc.type,dc.type[],dlc.field1,dlc.khoabiensoan,dlc.maintopic,drm.version.number,dspace.entity.type,dspace.entity.type[vn],dspace.object.owner,organization.address.addressCountry,organization.address.addressLocality,organization.foundingDate,organization.legalName,person.academic.rank,person.birthDate,person.contributor.other,person.displayName,person.email,person.familyName,person.givenName,person.jobTitle,relation.isAuthorOfPublication,relation.isAuthorOfPublication.latestForDiscovery,relation.isOrgUnitOfPerson,relation.isOrgUnitOfPerson.latestForDiscovery,relation.isPersonOfOrgUnit,relation.isPersonOfOrgUnit.latestForDiscovery,relation.isPublicationOfAuthor,relation.isPublicationOfAuthor.latestForDiscovery
07b7b2d6-7498-4b97-bc56-4464a4a00dd1,UNETI/387,,,,"Phạm, Trung Hải",,"Bùi, Thị Xuân||Nguyễn, Tiến Mạnh",2024-03-17T04:24:38Z,2024-03-17T04:24:38Z,,2022,,,"Tổng quan về đổi mới sáng tạo, các mô hình đổi mới sáng tạo, các yếu tố hình thành lợi nhuận từ sự đổi mới sáng tạo, nguồn gốc của những đổi mới sáng tạo, chiến lược đổi mới sáng tạo, thiết kế và phát triển sản phẩm mới, thương mại hóa cho đổi mới sáng tạ",,"Made available in DSpace on 2024-03-17T04:24:38Z (GMT). No. of bitstreams: 1
zTLHT_QuanTriDoiMoiSangTao.pdf: 5280414 bytes, checksum: 0159e439121ec0fbabd69de67a52708d (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,228 tr.,,,,,26865,https://dlib.uneti.edu.vn/handle/UNETI/3213,,,vi,,,,,Đổi mới||Quản trị kinh doanh||Sáng tạo||Quản trị và Marketing||Quản trị kinh doanh,,,,Tài liệu học tập Quản trị đổi mới sáng tạo,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
07c20cb8-65fc-4c68-a976-18db09d5a03d,UNETI/434,,,,,,"Đinh, Bích Diệp||Nguyễn, Tuấn Kiệt||Phạm, Đình Thọ||Vũ, Thị Vân",2024-03-17T03:50:10Z,2024-03-17T03:50:10Z,,2015,,,"Tổng quan về chất lượng dịch vụ du lịch, quản trị chất lượng dịch vụ du lịch, các hệ thống quản trị chất lượng dịch vụ du lịch, đánh giá chất lượng dịch vụ du lịch, các giải pháp nâng cao chất lượng dịch vụ du lịch.",,"Made available in DSpace on 2024-03-17T03:50:10Z (GMT). No. of bitstreams: 1
zGiaoTrinhQuanTriChatLuongDichVuDuLich.pdf: 1815339 bytes, checksum: 1d1182464c463183f5379230f02a309d (MD5)
  Previous issue date: 2015",,,,193 tr.,,,,,28604,https://dlib.uneti.edu.vn/handle/UNETI/968,,,vi,,Trường Cao đẳng nghề Du lịch Vũng Tàu,,,Chất lượng||Dịch vụ||Du lịch||Quản trị||Du lịch và Khách sạn||QT dịch vụ du lịch và lữ hành,,,,Giáo trình quản trị chất lượng dịch vụ du lịch,,Sách giáo trình,,,,,,,,,,,,,,,,,,,,,,,,,,,
07c64b76-c8da-4c30-a7f9-84d3a331d319,UNETI/434,,,,"Trần, Văn Phú",,,2024-03-17T04:38:16Z,2024-03-17T04:38:16Z,,,,,,,"Made available in DSpace on 2024-03-17T04:38:16Z (GMT). No. of bitstreams: 1
zTT_TKHethongsay.pdf: 11993945 bytes, checksum: d5c6178ca253a211849d22803b63042e (MD5)",,,,360 tr.,,,,,12190,https://dlib.uneti.edu.vn/handle/UNETI/3772,,,vi,,,,,Thiết kế||Hệ thống sấy||Tính toán||Công nghệ thực phẩm||Công nghệ thực phẩm,,,,Tính toán và thiết kế hệ thống sấy,,Sách tham khảo,,,,,,,,,,,,,,,,,,,,,,,,,,,
07f9bc8b-3844-4e95-bb7b-2012185bfbe2,UNETI/434,,,,Khoa quản trị kinh doanh,,,2024-03-17T03:46:58Z,2024-03-17T03:46:58Z,,,,,,,"Made available in DSpace on 2024-03-17T03:46:58Z (GMT). No. of bitstreams: 1
zBaigianghocphanquantrithuonghieu.pdf: 3533423 bytes, checksum: 062d2db1787265b2ba3a1649d7853c19 (MD5)",,ĐTTS ghi: trường ĐHKTKTCN,,245 tr.,,,,,11385,https://dlib.uneti.edu.vn/handle/UNETI/682,,,vi,,,,,Bài giảng||Quản trị thương hiệu||Thương mại||Kinh doanh thương mại,,,,Bài giảng quản trị thương hiệu,,Sách tham khảo,,,,,,,,,,,,,,,,,,,,,,,,,,,
082de53a-8b5b-4ef9-9aac-8a178f9625b1,UNETI/387,,,"Phạm, Thị Thanh Tâm||Trần, Tố My",,,,2024-05-14T08:55:34Z,2024-05-14T08:55:34Z,2024,,Lưu hành nội bộ,"Cung cấp kiến thức căn bản về tiếng anh chuyên ngành du lịch thông qua các chủ điểm phù hợp với thực tế và có tính ứng dụng cao như khách sạn, lưu trú, marketing, đặt phòng, bán hàng, hàng không, sân bay …Bên cạnh các kiến thức về lý thuyết Tài liệu học tập Tiếng Anh du lịch căn bản 2 đưa ra các bài tập rèn luyện kỹ năng ngôn ngữ như nghe, nói, đọc và ngữ pháp. Kết hợp với các case study tình huống trong lĩnh vực du lịch và khách sạn nhằm nâng cao kỹ năng trong các công việc chuyên sâu của ngàn",,,"Made available in DSpace on 2024-05-14T08:55:34Z (GMT). No. of bitstreams: 1
Tiếng anh du lịch căn bản 2.pdf: 4662072 bytes, checksum: fba342d8f6cc79ba32443018b125efcc (MD5)
  Previous issue date: 2024",,,181,,,,,,,https://dlib.uneti.edu.vn/handle/UNETI/4386,,,,Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,,Tiếng anh||Du lịch||Căn bản 2,,Tài liệu học tập Tiếng anh du lịch căn bản 2,,,,Tài liệu học tập,,Hà Nội,Khoa Du lịch và Khách sạn,,,Publication,,,,,,,,,,,,,,,,,,,,,,
0860360c-c703-48ff-ae4e-badd2e540c7a,UNETI/375,,,,"Lê, Viết Thông",,"Vũ, Văn Dũng",2024-03-17T03:58:00Z,2024-03-17T03:58:00Z,,2022,,,"Tổng quan về dây chuyền sản xuất tự động PLC giảm sức lao động của công nhân, tặng hiệu quả công việc.",,"Made available in DSpace on 2024-03-17T03:58:00Z (GMT). No. of bitstreams: 1
zLeVietThong_K12_Di.pdf: 3293544 bytes, checksum: 23e075abe1496be6fc395713d39bf4e0 (MD5)
  Previous issue date: 2022",,ĐTTTS ghi: Trường ĐHKTKTCN,,"XII, 87 tr.",,,,,27117,https://dlib.uneti.edu.vn/handle/UNETI/1497,,,vi,,,,,"Dây chuyền||Sản phẩm||Chế tạo||Điện||Công nghệ kỹ thuật điện, điện tử",,,,"Nghiên cứu, chế tạo mô hình phân loại sản phẩm lỗi sử dụng PLC Mitsubishi",,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
088b9190-d931-4786-bfca-cc206d6da32c,UNETI/387,,,,"Đường, Tuấn Hải",,"Nguyễn, Thu Hiền",2024-03-17T04:23:22Z,2024-03-17T04:23:22Z,,2021,,,,,"Made available in DSpace on 2024-03-17T04:23:22Z (GMT). No. of bitstreams: 1
zTLHT_HeDieuHanh.pdf: 3972381 bytes, checksum: bd12fd1f928419c12dd2721c8342e175 (MD5)
  Previous issue date: 2021",,ĐTTS ghi: Trường ĐH Kinh tế - Kỹ thuật Công nghiệp,,165 tr.,,,,,25455,https://dlib.uneti.edu.vn/handle/UNETI/2929,,,vi,,,,,Quản lý bộ nhớ||Quản lý tiến trình||Tổng quan||Công nghệ thông tin||Công nghệ thông tin,,,,Tài liệu học tập hệ điều hành,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
089a56cd-f057-46c4-b21b-7ef3ab80df67,UNETI/366,,"Đinh, Thị Kim Xuyến",,"Ngô, Thị Ngọc Ánh",,,2024-03-17T04:26:45Z,2024-03-17T04:26:45Z,,2020,,,"Tổng quan về Công ty TNHH Dệt Len Xuất Nhập Khẩu Hiền Giang. Tìm hiểu thực trạng, đánh giá ưu nhược điểm, từ đó đưa ra một số kiến nghị nhằm hoàn thiện công tác kế toán công nợ phải thu và công nợ phải trả tại Công ty TNHH Dệt Len Xuất Nhập Khẩu Hiền Gian",,"Made available in DSpace on 2024-03-17T04:26:45Z (GMT). No. of bitstreams: 1
zNgoThiNgocAnh.pdf: 3350450 bytes, checksum: c508540c3591e4f49cc19e8ad61b0362 (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,81 tr.,,,,,22849,https://dlib.uneti.edu.vn/handle/UNETI/3509,,,,,,,,Kế toán||Kế toán||Kế toán,,,,Kế toán công nợ phải thu và công nợ phải trả tại Công ty TNHH dệt len xuất nhập khẩu Hiền Giang,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
08abef95-335b-48e3-a1df-53106bafa528,UNETI/381,,"Trần, Thị Lan Anh",,"Nguyễn, Văn Tạo",,,2024-03-17T03:52:29Z,2024-03-17T03:52:29Z,,2020,,,"Trình bày tổng quan đề tài nghiên cứu: khảo sát hiện trạng và tổng quan đề tài. Phân tích thiết kế hệ thống phần mềm hệ thống quản phòng khám lý mắt - hệ thống y khoa. Thiết kế hệ thống phần mềm: thiết kế cơ sở dữ liệu, thiết kế giao diện. Cài đặt chương",,"Made available in DSpace on 2024-03-17T03:52:29Z (GMT). No. of bitstreams: 1
zLeVanTao.pdf: 1160397 bytes, checksum: 9ee25821773880ad47827391308754ff (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,66 tr.,,,,,22729,https://dlib.uneti.edu.vn/handle/UNETI/1182,,,,,,,,Hệ thống thông tin||Công nghệ thông tin||Công nghệ thông tin,,,,"Phân tích, thiết kế và xây dựng hệ thống thông tin quản lý phòng khám y khoa",,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
08d1dde0-b90a-41e6-bb1e-66167079ff35,UNETI/381,,"Phạm, Minh Thái",,"Ngô, Thế Anh",,"Tạ, Thị Đào",2024-03-17T03:51:36Z,2024-03-17T03:51:36Z,,2022,,,"Thuật toán mã hóa DES sử dụng các kỹ thuật mã hóa thông tin với tính chất an toàn, cài đặt và tính toán đơn giản có thể sử dụng trong các giao thức truyền thông trên môi trường mạng hoặc trên các thiết bị mobile.Áp dụng bảo mật dữ liệu trong môi trường vă",,"Made available in DSpace on 2024-03-17T03:51:36Z (GMT). No. of bitstreams: 1
NgoTheAnhZ.pdf: 1931236 bytes, checksum: 9820fe1eee6d1ec9302d9f5dbf6aff88 (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường ĐHKTKTCN,,66 tr.,,,,,26871,https://dlib.uneti.edu.vn/handle/UNETI/1054,,,vi,,,,,DES và CBC||Văn bản||Thuật toán mã hóa||Công nghệ thông tin||Công nghệ thông tin,,,,Nghiên cứu áp dụng và kết hợp thuật toán DES và CBC để mã hóa văn bản tiếng Anh,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
090bf7e6-0c92-4e58-9a06-04eb27350b45,UNETI/434,,,,"Bayindirli, Alev",,,2024-03-17T04:42:37Z,2024-03-17T04:42:37Z,,2010,,,"The enzyme market for the fruit and vegetable industry has grown exponentially in recent years, and while many books covering enzymes currently exist on the market, none offer the specialized focus on fruits and vegetables like this one. With contribution",,"Made available in DSpace on 2024-03-17T04:42:37Z (GMT). No. of bitstreams: 1
zEnzymesInFruitAndVegetableProcessing.pdf: 6302017 bytes, checksum: 4cc760f808498be8de2a1d3d6c45e525 (MD5)
  Previous issue date: 2010",,,,358 tr.,,,,,30503,https://dlib.uneti.edu.vn/handle/UNETI/4136,,,en,,CRC Press,,,Vegetable||Fruit||Enzyme||Công nghệ thực phẩm||Công nghệ thực phẩm,,,,Enzymes in fruit and vegetable processing : Chemistry and engineering applications,,Sách ngoại văn,,,,,,,,,,,,,,,,,,,,,,,,,,,
09200d4e-60e7-4bb9-ac4d-38251c32cc14,UNETI/376,,"Mai, Văn Duy",,"Nguyễn, Phương Nam",,,2024-03-17T03:55:03Z,2024-03-17T03:55:03Z,,2023,,,"Tổng quan về đối tượng nghiên cứu, giới thiệu về các linh kiện trong mạch. Tính toán thiết kế và lập trình điều khiển tốc độ động cơ một chiều. Đánh giá kết quả đạt được và hướng phát triển theo mô hình",,"Made available in DSpace on 2024-03-17T03:55:03Z (GMT). No. of bitstreams: 1
zNguyenPhuongNam_K13_TDH.pdf: 2622595 bytes, checksum: eb28660f90547d402d5e6edfa0cbef45 (MD5)
  Previous issue date: 2023",,ĐTTS ghi: Bộ Công Thương. Trường ĐH Kinh tế Kỹ thuật Công nghiệp,,65 tr.,,,,,30426,https://dlib.uneti.edu.vn/handle/UNETI/1386,,,vi,,,,,Mô hình bộ biến đổi||Động cơ||Điện||Công nghệ kỹ thuật điều khiển và TĐH,,,"Nghiên cứu, xây dựng mô hình bộ biến đổi băm xung 1 chiều DC DC Boost điều khiển động cơ điện 1 chiều sử dụng phương pháp điều khiển số dùng vi điều khiển STM32","Nghiên cứu, xây dựng mô hình bộ biến đổi băm xung một chiều DC - DC Boost điều khiển động cơ điện một chiều sử dụng phương pháp điều khiển số dùng vi điều khiển STM32",,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
09256367-510d-4c22-8d84-ba0fbb6f174d,UNETI/366,,"Lưu, Thị Hoan",,"Trần, Thị Kiều Chinh",,,2024-03-17T04:23:49Z,2024-03-17T04:23:49Z,,2022,,,Tổng quan về Công ty TNHH Kingsteel Việt Nam. Nêu ra thực trạng và đưa ra kiến nghị nhằm hoàn thiện công tác kế toán tập hợp chi phí sản xuất và tính giá thành sản phẩm tại Công ty TNHH Kingsteel Việt Nam.,,"Made available in DSpace on 2024-03-17T04:23:49Z (GMT). No. of bitstreams: 1
zTranThiKieuTrinh.pdf: 3684376 bytes, checksum: ac8ddf09835bbddd422f018b3bd9a150 (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường Đại học Kinh tế kỹ thuật công nghiệp,,"VIII, 168 tr.",,,,,26992,https://dlib.uneti.edu.vn/handle/UNETI/3047,,,vi,,,,,Kế toán tập hợp||Chi phí sản xuất||Giá thành sản phẩm||Kế toán||Kế toán,,,,Kế toán tập hợp chi phí sản xuất và tính giá thành sản phẩm tại Công ty TNHH Kingsteel Việt Nam,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
09375de4-fe60-4be3-9fb2-8660a26b9e89,UNETI/370,,"Nguyễn, Ngọc Anh",,"Vũ, Thị Thương",,,2024-03-17T04:06:11Z,2024-03-17T04:06:11Z,,2019,,,,,"Made available in DSpace on 2024-03-17T04:06:11Z (GMT). No. of bitstreams: 1
zVuThiThuong.pdf: 1622343 bytes, checksum: 349934c6162e6149ba70d7c9b69d2674 (MD5)
  Previous issue date: 2019",,,,84 tr.,,,,,11742,https://dlib.uneti.edu.vn/handle/UNETI/1998,,,vi,,,,,Tài chính||Cổ phần thương mại và dịch vụ Tràng Thi||Công ty cổ phần||Tài chính - ngân hàng và bảo hiểm||Tài chính - Ngân hàng,,,,Phân tích tình hình tài chính công ty cổ phần thương mại dịch vụ tràng thi,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
09574f2c-6f6f-4777-ae60-c7f56beeac07,UNETI/434,,,,"Tanenbaum, Andrew S",,"Wetherall, David J",2024-03-17T04:39:40Z,2024-03-17T04:39:40Z,,2011,,,"Introduction: use of computer network, netwwork hardware, network software... The physical layer: guided transmission media...",,"Made available in DSpace on 2024-03-17T04:39:40Z (GMT). No. of bitstreams: 1
zComputerNetworks.pdf: 8454231 bytes, checksum: 1990789686fa1463f09d2fb230d4301c (MD5)
  Previous issue date: 2011",Fifth edition,,,962 tr.,,,,,27768,https://dlib.uneti.edu.vn/handle/UNETI/3937,,,,,Pearson,,,Công nghệ thông tin||Mạng máy tính và TTDL,,,,Computer Networks,,Sách ngoại văn,,,,,,,,,,,,,,,,,,,,,,,,,,,
09696829-d644-49ba-9243-3dfa27d7686c,UNETI/434,,,,"Worth, Richard",,,2024-03-17T04:42:01Z,2024-03-17T04:42:01Z,,2009,,,"Communication is a vital part of our daily rou- tines. We sit in school and listen to teachers. We read books and magazines. We talk to friends, watch television, and communicate over the Internet. The workplace is no different. Experts tell us that 70-80",,"Made available in DSpace on 2024-03-17T04:42:01Z (GMT). No. of bitstreams: 1
zCommunicationSkills.pdf: 820886 bytes, checksum: b7ee279e10e5583d8da23164300358c5 (MD5)
  Previous issue date: 2009",3rd ed.,Career skills library,,170 tr.,,,,,27739,https://dlib.uneti.edu.vn/handle/UNETI/4103,,,en,,Ferguson,,,Business communication||Commercial correspondence||Public speaking||Công nghệ thông tin||Mạng máy tính và TTDL,,,,Communication Skills,,Sách ngoại văn,,,,,,,,,,,,,,,,,,,,,,,,,,,
09866cb0-556b-45ed-97c1-05dc0266eb94,UNETI/375,,"Trần, Đông",,"Trần, Duy Hiếu",,,2024-03-17T03:59:21Z,2024-03-17T03:59:21Z,,2020,,,Trình bày sơ lược hệ thống phân loại sản phẩm. Khái niệm chung về điều khiển lập trình PLC. Giới thiệu về giám sát bằng Wincc. Mô phỏng hệ thống điều khiển giám sát phân loại sản phẩm dùng PLC S7 - 300 .,,"Made available in DSpace on 2024-03-17T03:59:21Z (GMT). No. of bitstreams: 1
TranDuyHieuZ.pdf: 2561167 bytes, checksum: 208c6590ad47de98bce7d599fcd234a7 (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,83 tr.,,,,,24391,https://dlib.uneti.edu.vn/handle/UNETI/1670,,,vi,,,,,"Công nghệ kỹ thuật điện||Điện||Công nghệ kỹ thuật điện, điện tử",,,,Xây dựng mô hình điều khiển băng tải và phân loại sản phẩm dùng PLC S7 - 300,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
09ac577c-9059-4348-85e6-755bbcd48f1f,UNETI/387,,,,,,"Trần, Thị Thanh Thủy||Lưu, Khánh Cường||Nguyên, Thị Trang||Nguyễn, Thúy Hải",2024-03-17T04:26:30Z,2024-03-17T04:26:30Z,,2019,,,,,"Made available in DSpace on 2024-03-17T04:26:30Z (GMT). No. of bitstreams: 1
11354.pdf: 1542281 bytes, checksum: 7e142c40f96a357ff3d474355387094d (MD5)
  Previous issue date: 2019",,ĐTTS ghi: Trường ĐHKTKTCN,,208 tr.,,,,,11354,https://dlib.uneti.edu.vn/handle/UNETI/3478,,,vi,,,,,Tài liệu học tập||Giao dịch đàm phán kinh doanh||Quản trị và Marketing||Quản trị kinh doanh,,,,Tài liệu học tập giao dịch và đàm phán kinh doanh : Lưu hành nội bộ,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
09c62ffb-7c75-40a4-bccf-bb6a289f5068,UNETI/370,,"Vũ, Duy Hào",,"Trần, Thị Linh",,,2024-03-17T04:05:24Z,2024-03-17T04:05:24Z,,2023,,,Trình bày cơ sở lý luận về hiệu quả hoạt động kinh doanh trong doanh nghiệp. Nêu ra thực trạng hiệu quả hoạt động kinh doanh tại Công ty Cổ phần Phân bón và Hóa chất Dầu khí giai đoạn 2020-2022. Đề xuất một số giải pháp nâng cao hiệu quả hoạt động kinh do,,"Made available in DSpace on 2024-03-17T04:05:24Z (GMT). No. of bitstreams: 1
TranThiLinh_K13_TCNHZ.pdf: 3244461 bytes, checksum: e5fa8f8f68933986655378213fdfdb46 (MD5)
  Previous issue date: 2023",,ĐTTS ghi: Bộ Công thương. Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,"VIII, 88 tr.",,,,,30318,https://dlib.uneti.edu.vn/handle/UNETI/1936,,,vi,,,,,Công ty Cổ phần||Kinh doanh||Tài chính - ngân hàng và bảo hiểm||Tài chính - ngân hàng,,,,Nâng cao hiệu quả hoạt động kinh doanh tại Tổng Công ty Cổ phần Phân bón và Hóa chất Dầu khi,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
09c88f33-b774-4952-b4f6-b8417227cf8d,UNETI/372,,"Hoàng, Anh Tuấn||Nguyễn, Tuấn Hưng",,,,"Vũ, Tiến Dương||Đỗ, Mạnh Thắng||Bùi, Đức Hải Triều||Trương, Tất Khuyến",2024-03-17T03:47:56Z,2024-03-17T03:47:56Z,,2019,,,,,"Made available in DSpace on 2024-03-17T03:47:56Z (GMT). No. of bitstreams: 1
zDoManhThang.pdf: 3648412 bytes, checksum: c9c9ac635b666544b0963cee0e88c706 (MD5)
  Previous issue date: 2019",,,,51 tr.,,,,,11957,https://dlib.uneti.edu.vn/handle/UNETI/721,,,vi,,,,,Phân loại sản phẩm||Công nghệ kỹ thuật cơ khí||Chế tạo mô hình||Cơ khí||Công nghệ kỹ thuật cơ khí,,,,"Nghiên cứu, thiết kế và chế tạo mô hình phân loại sản phẩm theo chiều cao",,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
09cd715c-e1d5-480e-aa3c-694772753038,UNETI/362,,"Trần, Sỹ Định",,"Đào, Thị Tuyến",,,2024-03-17T04:11:16Z,2024-03-17T04:11:16Z,,2022,,,"Cơ sở lý luận chung về quản trị nguồn nhân lực, thực trạng công tác quản trị nguồn nhân lực tại công ty cổ phần tập đoàn quốc tế Việt Mỹ, giải pháp hoàn thiện công tác quản trị nguồn nhân lực tại công ty cổ phần tập đoàn quốc tế Việt Mỹ",,"Made available in DSpace on 2024-03-17T04:11:16Z (GMT). No. of bitstreams: 1
zDaoThiTuyen_k12_QTKD.pdf: 1300543 bytes, checksum: 24db1221942bf76c3fa329a99bb857e4 (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,"IX, 67 tr.",,,,,26762,https://dlib.uneti.edu.vn/handle/UNETI/2333,,,vi,,,,,Quản trị kinh doanh||Quản trị nguồn nhân lực||Quản trị và Marketing||Quản trị kinh doanh,,,,Giải pháp hoàn thiện công tác quản trị nguồn nhân lực của Công ty Cổ phần Tập đoàn Quốc tế Việt Mỹ,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
09dbf8f7-d901-4dfc-84ca-60c0f6795a87,UNETI/362,,"Phan, Thị Minh Phương",,"Trần, Thị Hồng Quyên",,,2024-03-17T04:13:38Z,2024-03-17T04:13:38Z,,2023,,,Trình bày lý luận chung về vốn kinh doanh và hiệu quả sử dụng vốn kinh doanh của doanh nghiệp. Nêu ra thực trạng hiệu quả sử dụng vốn kinh doanh tại Công ty TNHH Xây dựng và Thương mại Thanh Trang. Đề xuất giải pháp nâng cao hiệu quản sử dụng vốn kinh doa,,"Made available in DSpace on 2024-03-17T04:13:38Z (GMT). No. of bitstreams: 1
zTranThiHongQuyen_K13_QTKD.pdf: 1115636 bytes, checksum: 4b49cbb5b95053bda511e15094fbfc8f (MD5)
  Previous issue date: 2023",,ĐTTS ghi: Bộ Công thương. Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,"X, 91 tr.",,,,,30347,https://dlib.uneti.edu.vn/handle/UNETI/2687,,,vi,,,,,Vốn kinh doanh||Công ty TNHH||Quản trị và marketing||Quản trị kinh doanh,,,,Nâng cao hiệu quả sử dụng vốn kinh doanh tại Công ty TNHH Xây dựng và Thương mại Thanh Trang,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
09f57d95-73bb-462b-95a2-4a7b1f0d1d74,UNETI/381,,"Điền, Thị Hồng Hà",,"Nguyễn, Văn Phước",,"Trần, Thị Thúy Nga",2024-03-17T03:52:12Z,2024-03-17T03:52:12Z,,2023,,,Giới thiệu tổng quan về xử lý ảnh. Trình bày về một số phương pháp nén ảnh. Tiến hành xây dựng chương trình thử nghiệm và đưa ra kết luận.,,"Made available in DSpace on 2024-03-17T03:52:12Z (GMT). No. of bitstreams: 1
zTranThiThuyNga_NguyenVanPhuoc_K13_CNTT.pdf: 2402350 bytes, checksum: b8a9f499b854bd758cd8bfecd6c07fd9 (MD5)
  Previous issue date: 2023",,ĐTTS ghi: Bộ Công thương. Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,"X, 54 tr.",,,,,30147,https://dlib.uneti.edu.vn/handle/UNETI/1152,,,vi,,,,,Nén ảnh||Thuật toán||Ứng dụng||Công nghệ thông tin||Công nghệ thông tin,,,,"Nghiên cứu một số thuật toán nén ảnh, xây dựng ứng dụng thử nghiệm",,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
